,path,emotion
3184,data/training\Actor_09\09_01_01_02_kids-talking_neutral.wav,neutral
3185,data/training\Actor_09\09_02_01_01_dogs-sitting_neutral.wav,neutral
3186,data/training\Actor_09\09_02_01_01_kids-talking_neutral.wav,neutral
3187,data/training\Actor_09\09_02_01_02_dogs-sitting_neutral.wav,neutral
3188,data/training\Actor_09\09_02_01_02_kids-talking_neutral.wav,neutral
3189,data/training\Actor_10\03-01-02-01-01-01-10_neutral.wav,neutral
3190,data/training\Actor_10\03-01-02-01-01-02-10_neutral.wav,neutral
3191,data/training\Actor_10\03-01-02-01-02-01-10_neutral.wav,neutral
3192,data/training\Actor_10\03-01-02-01-02-02-10_neutral.wav,neutral
3193,data/training\Actor_10\03-01-02-02-01-01-10_neutral.wav,neutral
3194,data/training\Actor_10\03-01-02-02-01-02-10_neutral.wav,neutral
3195,data/training\Actor_10\03-01-02-02-02-01-10_neutral.wav,neutral
3196,data/training\Actor_10\03-01-02-02-02-02-10_neutral.wav,neutral
3197,data/training\Actor_10\03-02-02-01-01-01-10_neutral.wav,neutral
3198,data/training\Actor_10\03-02-02-01-01-02-10_neutral.wav,neutral
3199,data/training\Actor_10\03-02-02-01-02-01-10_neutral.wav,neutral
3200,data/training\Actor_10\03-02-02-01-02-02-10_neutral.wav,neutral
3201,data/training\Actor_10\03-02-02-02-01-01-10_neutral.wav,neutral
3202,data/training\Actor_10\03-02-02-02-01-02-10_neutral.wav,neutral
3203,data/training\Actor_10\03-02-02-02-02-01-10_neutral.wav,neutral
3204,data/training\Actor_10\03-02-02-02-02-02-10_neutral.wav,neutral
3205,data/training\Actor_10\10_01_01_01_dogs-sitting_neutral.wav,neutral
3206,data/training\Actor_10\10_01_01_01_kids-talking_neutral.wav,neutral
3207,data/training\Actor_10\10_01_01_02_dogs-sitting_neutral.wav,neutral
3208,data/training\Actor_10\10_01_01_02_kids-talking_neutral.wav,neutral
3209,data/training\Actor_10\10_02_01_01_dogs-sitting_neutral.wav,neutral
3210,data/training\Actor_10\10_02_01_01_kids-talking_neutral.wav,neutral
3211,data/training\Actor_10\10_02_01_02_dogs-sitting_neutral.wav,neutral
3212,data/training\Actor_10\10_02_01_02_kids-talking_neutral.wav,neutral
3213,data/training\Actor_11\03-01-02-01-01-01-11_neutral.wav,neutral
3214,data/training\Actor_11\03-01-02-01-01-02-11_neutral.wav,neutral
3215,data/training\Actor_11\03-01-02-01-02-01-11_neutral.wav,neutral
3216,data/training\Actor_11\03-01-02-01-02-02-11_neutral.wav,neutral
3217,data/training\Actor_11\03-01-02-02-01-01-11_neutral.wav,neutral
3218,data/training\Actor_11\03-01-02-02-01-02-11_neutral.wav,neutral
3219,data/training\Actor_11\03-01-02-02-02-01-11_neutral.wav,neutral
3220,data/training\Actor_11\03-01-02-02-02-02-11_neutral.wav,neutral
3221,data/training\Actor_11\03-02-01-01-01-01-11_neutral.wav,neutral
3222,data/training\Actor_11\03-02-01-01-01-02-11_neutral.wav,neutral
3223,data/training\Actor_11\03-02-01-01-02-01-11_neutral.wav,neutral
3224,data/training\Actor_11\03-02-01-01-02-02-11_neutral.wav,neutral
3225,data/training\Actor_11\03-02-02-01-01-01-11_neutral.wav,neutral
3226,data/training\Actor_11\03-02-02-01-01-02-11_neutral.wav,neutral
3227,data/training\Actor_11\03-02-02-01-02-01-11_neutral.wav,neutral
3228,data/training\Actor_11\03-02-02-01-02-02-11_neutral.wav,neutral
3229,data/training\Actor_11\03-02-02-02-01-01-11_neutral.wav,neutral
3230,data/training\Actor_11\03-02-02-02-01-02-11_neutral.wav,neutral
3231,data/training\Actor_11\03-02-02-02-02-01-11_neutral.wav,neutral
3232,data/training\Actor_11\03-02-02-02-02-02-11_neutral.wav,neutral
3233,data/training\Actor_11\11_01_01_01_dogs-sitting_neutral.wav,neutral
3234,data/training\Actor_11\11_01_01_01_kids-talking_neutral.wav,neutral
3235,data/training\Actor_11\11_01_01_02_dogs-sitting_neutral.wav,neutral
3236,data/training\Actor_11\11_01_01_02_kids-talking_neutral.wav,neutral
3237,data/training\Actor_11\11_02_01_01_dogs-sitting_neutral.wav,neutral
3238,data/training\Actor_11\11_02_01_01_kids-talking_neutral.wav,neutral
3239,data/training\Actor_11\11_02_01_02_dogs-sitting_neutral.wav,neutral
3240,data/training\Actor_11\11_02_01_02_kids-talking_neutral.wav,neutral
3241,data/training\Actor_12\03-01-02-01-01-01-12_neutral.wav,neutral
3242,data/training\Actor_12\03-01-02-01-01-02-12_neutral.wav,neutral
3243,data/training\Actor_12\03-01-02-01-02-01-12_neutral.wav,neutral
3244,data/training\Actor_12\03-01-02-01-02-02-12_neutral.wav,neutral
3245,data/training\Actor_12\03-01-02-02-01-01-12_neutral.wav,neutral
3246,data/training\Actor_12\03-01-02-02-01-02-12_neutral.wav,neutral
3247,data/training\Actor_12\03-01-02-02-02-01-12_neutral.wav,neutral
3248,data/training\Actor_12\03-01-02-02-02-02-12_neutral.wav,neutral
3249,data/training\Actor_12\03-02-01-01-01-01-12_neutral.wav,neutral
3250,data/training\Actor_12\03-02-01-01-01-02-12_neutral.wav,neutral
3251,data/training\Actor_12\03-02-01-01-02-01-12_neutral.wav,neutral
3252,data/training\Actor_12\03-02-01-01-02-02-12_neutral.wav,neutral
3253,data/training\Actor_12\03-02-02-01-01-01-12_neutral.wav,neutral
3254,data/training\Actor_12\03-02-02-01-01-02-12_neutral.wav,neutral
3255,data/training\Actor_12\03-02-02-01-02-01-12_neutral.wav,neutral
3256,data/training\Actor_12\03-02-02-01-02-02-12_neutral.wav,neutral
3257,data/training\Actor_12\03-02-02-02-01-01-12_neutral.wav,neutral
3258,data/training\Actor_12\03-02-02-02-01-02-12_neutral.wav,neutral
3259,data/training\Actor_12\03-02-02-02-02-01-12_neutral.wav,neutral
3260,data/training\Actor_12\03-02-02-02-02-02-12_neutral.wav,neutral
3261,data/training\Actor_12\12_01_01_01_dogs-sitting_neutral.wav,neutral
3262,data/training\Actor_12\12_01_01_01_kids-talking_neutral.wav,neutral
3263,data/training\Actor_12\12_01_01_02_dogs-sitting_neutral.wav,neutral
3264,data/training\Actor_12\12_01_01_02_kids-talking_neutral.wav,neutral
3265,data/training\Actor_12\12_02_01_01_dogs-sitting_neutral.wav,neutral
3266,data/training\Actor_12\12_02_01_01_kids-talking_neutral.wav,neutral
3267,data/training\Actor_12\12_02_01_02_dogs-sitting_neutral.wav,neutral
3268,data/training\Actor_12\12_02_01_02_kids-talking_neutral.wav,neutral
3269,data/training\Actor_13\03-01-02-01-01-01-13_neutral.wav,neutral
3270,data/training\Actor_13\03-01-02-01-01-02-13_neutral.wav,neutral
3271,data/training\Actor_13\03-01-02-01-02-01-13_neutral.wav,neutral
3272,data/training\Actor_13\03-01-02-01-02-02-13_neutral.wav,neutral
3273,data/training\Actor_13\03-01-02-02-01-01-13_neutral.wav,neutral
3274,data/training\Actor_13\03-01-02-02-01-02-13_neutral.wav,neutral
3275,data/training\Actor_13\03-01-02-02-02-01-13_neutral.wav,neutral
3276,data/training\Actor_13\03-01-02-02-02-02-13_neutral.wav,neutral
3277,data/training\Actor_13\03-02-01-01-01-01-13_neutral.wav,neutral
3278,data/training\Actor_13\03-02-01-01-01-02-13_neutral.wav,neutral
3279,data/training\Actor_13\03-02-01-01-02-01-13_neutral.wav,neutral
3280,data/training\Actor_13\03-02-01-01-02-02-13_neutral.wav,neutral
3281,data/training\Actor_13\03-02-02-01-01-01-13_neutral.wav,neutral
3282,data/training\Actor_13\03-02-02-01-01-02-13_neutral.wav,neutral
3283,data/training\Actor_13\03-02-02-01-02-01-13_neutral.wav,neutral
3284,data/training\Actor_13\03-02-02-01-02-02-13_neutral.wav,neutral
3285,data/training\Actor_13\03-02-02-02-01-01-13_neutral.wav,neutral
3286,data/training\Actor_13\03-02-02-02-01-02-13_neutral.wav,neutral
3287,data/training\Actor_13\03-02-02-02-02-01-13_neutral.wav,neutral
3288,data/training\Actor_13\03-02-02-02-02-02-13_neutral.wav,neutral
3289,data/training\Actor_13\13_01_01_01_dogs-sitting_neutral.wav,neutral
3290,data/training\Actor_13\13_01_01_01_kids-talking_neutral.wav,neutral
3291,data/training\Actor_13\13_01_01_02_dogs-sitting_neutral.wav,neutral
3292,data/training\Actor_13\13_01_01_02_kids-talking_neutral.wav,neutral
3293,data/training\Actor_13\13_02_01_01_dogs-sitting_neutral.wav,neutral
3294,data/training\Actor_13\13_02_01_01_kids-talking_neutral.wav,neutral
3295,data/training\Actor_13\13_02_01_02_dogs-sitting_neutral.wav,neutral
3296,data/training\Actor_13\13_02_01_02_kids-talking_neutral.wav,neutral
3297,data/training\Actor_14\03-02-01-01-01-01-14_neutral.wav,neutral
3298,data/training\Actor_14\03-02-01-01-01-02-14_neutral.wav,neutral
3299,data/training\Actor_14\03-02-01-01-02-01-14_neutral.wav,neutral
3300,data/training\Actor_14\03-02-01-01-02-02-14_neutral.wav,neutral
3301,data/training\Actor_14\03-02-02-01-01-01-14_neutral.wav,neutral
3302,data/training\Actor_14\03-02-02-01-01-02-14_neutral.wav,neutral
3303,data/training\Actor_14\03-02-02-01-02-01-14_neutral.wav,neutral
3304,data/training\Actor_14\03-02-02-01-02-02-14_neutral.wav,neutral
3305,data/training\Actor_14\03-02-02-02-01-01-14_neutral.wav,neutral
3306,data/training\Actor_14\03-02-02-02-01-02-14_neutral.wav,neutral
3307,data/training\Actor_14\03-02-02-02-02-01-14_neutral.wav,neutral
3308,data/training\Actor_14\03-02-02-02-02-02-14_neutral.wav,neutral
3309,data/training\Actor_14\14_02_01_01_dogs-sitting_neutral.wav,neutral
3310,data/training\Actor_14\14_02_01_01_kids-talking_neutral.wav,neutral
3311,data/training\Actor_14\14_02_01_02_dogs-sitting_neutral.wav,neutral
3312,data/training\Actor_14\14_02_01_02_kids-talking_neutral.wav,neutral
3313,data/training\Actor_15\03-02-01-01-01-01-15_neutral.wav,neutral
3314,data/training\Actor_15\03-02-01-01-01-02-15_neutral.wav,neutral
3315,data/training\Actor_15\03-02-01-01-02-01-15_neutral.wav,neutral
3316,data/training\Actor_15\03-02-01-01-02-02-15_neutral.wav,neutral
3317,data/training\Actor_15\03-02-02-01-01-01-15_neutral.wav,neutral
3318,data/training\Actor_15\03-02-02-01-01-02-15_neutral.wav,neutral
3319,data/training\Actor_15\03-02-02-01-02-01-15_neutral.wav,neutral
3320,data/training\Actor_15\03-02-02-01-02-02-15_neutral.wav,neutral
3321,data/training\Actor_15\03-02-02-02-01-01-15_neutral.wav,neutral
3322,data/training\Actor_15\03-02-02-02-01-02-15_neutral.wav,neutral
3323,data/training\Actor_15\03-02-02-02-02-01-15_neutral.wav,neutral
3324,data/training\Actor_15\03-02-02-02-02-02-15_neutral.wav,neutral
3325,data/training\Actor_15\15_02_01_01_dogs-sitting_neutral.wav,neutral
3326,data/training\Actor_15\15_02_01_01_kids-talking_neutral.wav,neutral
3327,data/training\Actor_15\15_02_01_02_dogs-sitting_neutral.wav,neutral
3328,data/training\Actor_15\15_02_01_02_kids-talking_neutral.wav,neutral
3329,data/training\Actor_16\03-02-01-01-01-01-16_neutral.wav,neutral
3330,data/training\Actor_16\03-02-01-01-01-02-16_neutral.wav,neutral
3331,data/training\Actor_16\03-02-01-01-02-01-16_neutral.wav,neutral
3332,data/training\Actor_16\03-02-01-01-02-02-16_neutral.wav,neutral
3333,data/training\Actor_16\03-02-02-01-01-01-16_neutral.wav,neutral
3334,data/training\Actor_16\03-02-02-01-01-02-16_neutral.wav,neutral
3335,data/training\Actor_16\03-02-02-01-02-01-16_neutral.wav,neutral
3336,data/training\Actor_16\03-02-02-01-02-02-16_neutral.wav,neutral
3337,data/training\Actor_16\03-02-02-02-01-01-16_neutral.wav,neutral
3338,data/training\Actor_16\03-02-02-02-01-02-16_neutral.wav,neutral
3339,data/training\Actor_16\03-02-02-02-02-01-16_neutral.wav,neutral
3340,data/training\Actor_16\03-02-02-02-02-02-16_neutral.wav,neutral
3341,data/training\Actor_16\16_02_01_01_dogs-sitting_neutral.wav,neutral
3342,data/training\Actor_16\16_02_01_01_kids-talking_neutral.wav,neutral
3343,data/training\Actor_16\16_02_01_02_dogs-sitting_neutral.wav,neutral
3344,data/training\Actor_16\16_02_01_02_kids-talking_neutral.wav,neutral
3345,data/training\Actor_17\03-02-01-01-01-01-17_neutral.wav,neutral
3346,data/training\Actor_17\03-02-01-01-01-02-17_neutral.wav,neutral
3347,data/training\Actor_17\03-02-01-01-02-01-17_neutral.wav,neutral
3348,data/training\Actor_17\03-02-01-01-02-02-17_neutral.wav,neutral
3349,data/training\Actor_17\03-02-02-01-01-01-17_neutral.wav,neutral
3350,data/training\Actor_17\03-02-02-01-01-02-17_neutral.wav,neutral
3351,data/training\Actor_17\03-02-02-01-02-01-17_neutral.wav,neutral
3352,data/training\Actor_17\03-02-02-01-02-02-17_neutral.wav,neutral
3353,data/training\Actor_17\03-02-02-02-01-01-17_neutral.wav,neutral
3354,data/training\Actor_17\03-02-02-02-01-02-17_neutral.wav,neutral
3355,data/training\Actor_17\03-02-02-02-02-01-17_neutral.wav,neutral
3356,data/training\Actor_17\03-02-02-02-02-02-17_neutral.wav,neutral
3357,data/training\Actor_17\17_02_01_01_dogs-sitting_neutral.wav,neutral
3358,data/training\Actor_17\17_02_01_01_kids-talking_neutral.wav,neutral
3359,data/training\Actor_17\17_02_01_02_dogs-sitting_neutral.wav,neutral
3360,data/training\Actor_17\17_02_01_02_kids-talking_neutral.wav,neutral
3361,data/training\Actor_18\03-01-02-01-01-01-18_neutral.wav,neutral
3362,data/training\Actor_18\03-01-02-01-01-02-18_neutral.wav,neutral
3363,data/training\Actor_18\03-01-02-01-02-01-18_neutral.wav,neutral
3364,data/training\Actor_18\03-01-02-01-02-02-18_neutral.wav,neutral
3365,data/training\Actor_18\03-01-02-02-01-01-18_neutral.wav,neutral
3366,data/training\Actor_18\03-01-02-02-01-02-18_neutral.wav,neutral
3367,data/training\Actor_18\03-01-02-02-02-01-18_neutral.wav,neutral
3368,data/training\Actor_18\03-01-02-02-02-02-18_neutral.wav,neutral
3369,data/training\Actor_18\18_01_01_01_dogs-sitting_neutral.wav,neutral
3370,data/training\Actor_18\18_01_01_01_kids-talking_neutral.wav,neutral
3371,data/training\Actor_18\18_01_01_02_dogs-sitting_neutral.wav,neutral
3372,data/training\Actor_18\18_01_01_02_kids-talking_neutral.wav,neutral
3373,data/training\Actor_19\03-01-02-01-01-01-19_neutral.wav,neutral
3374,data/training\Actor_19\03-01-02-01-01-02-19_neutral.wav,neutral
3375,data/training\Actor_19\03-01-02-01-02-01-19_neutral.wav,neutral
3376,data/training\Actor_19\03-01-02-01-02-02-19_neutral.wav,neutral
3377,data/training\Actor_19\03-01-02-02-01-01-19_neutral.wav,neutral
3378,data/training\Actor_19\03-01-02-02-01-02-19_neutral.wav,neutral
3379,data/training\Actor_19\03-01-02-02-02-01-19_neutral.wav,neutral
3380,data/training\Actor_19\03-01-02-02-02-02-19_neutral.wav,neutral
3381,data/training\Actor_19\03-02-01-01-01-01-19_neutral.wav,neutral
3382,data/training\Actor_19\03-02-01-01-01-02-19_neutral.wav,neutral
3383,data/training\Actor_19\03-02-01-01-02-01-19_neutral.wav,neutral
3384,data/training\Actor_19\03-02-01-01-02-02-19_neutral.wav,neutral
3385,data/training\Actor_19\03-02-02-01-01-01-19_neutral.wav,neutral
3386,data/training\Actor_19\03-02-02-01-01-02-19_neutral.wav,neutral
3387,data/training\Actor_19\03-02-02-01-02-01-19_neutral.wav,neutral
3388,data/training\Actor_19\03-02-02-01-02-02-19_neutral.wav,neutral
3389,data/training\Actor_19\03-02-02-02-01-01-19_neutral.wav,neutral
3390,data/training\Actor_19\03-02-02-02-01-02-19_neutral.wav,neutral
3391,data/training\Actor_19\03-02-02-02-02-01-19_neutral.wav,neutral
3392,data/training\Actor_19\03-02-02-02-02-02-19_neutral.wav,neutral
3393,data/training\Actor_19\19_01_01_01_dogs-sitting_neutral.wav,neutral
3394,data/training\Actor_19\19_01_01_01_kids-talking_neutral.wav,neutral
3395,data/training\Actor_19\19_01_01_02_dogs-sitting_neutral.wav,neutral
3396,data/training\Actor_19\19_01_01_02_kids-talking_neutral.wav,neutral
3397,data/training\Actor_19\19_02_01_01_dogs-sitting_neutral.wav,neutral
3398,data/training\Actor_19\19_02_01_01_kids-talking_neutral.wav,neutral
3399,data/training\Actor_19\19_02_01_02_dogs-sitting_neutral.wav,neutral
3400,data/training\Actor_19\19_02_01_02_kids-talking_neutral.wav,neutral
3401,data/training\Actor_20\03-01-02-01-01-01-20_neutral.wav,neutral
3402,data/training\Actor_20\03-01-02-01-01-02-20_neutral.wav,neutral
3403,data/training\Actor_20\03-01-02-01-02-01-20_neutral.wav,neutral
3404,data/training\Actor_20\03-01-02-01-02-02-20_neutral.wav,neutral
3405,data/training\Actor_20\03-01-02-02-01-01-20_neutral.wav,neutral
3406,data/training\Actor_20\03-01-02-02-01-02-20_neutral.wav,neutral
3407,data/training\Actor_20\03-01-02-02-02-01-20_neutral.wav,neutral
3408,data/training\Actor_20\03-01-02-02-02-02-20_neutral.wav,neutral
3409,data/training\Actor_20\03-02-01-01-01-01-20_neutral.wav,neutral
3410,data/training\Actor_20\03-02-01-01-01-02-20_neutral.wav,neutral
3411,data/training\Actor_20\03-02-01-01-02-01-20_neutral.wav,neutral
3412,data/training\Actor_20\03-02-01-01-02-02-20_neutral.wav,neutral
3413,data/training\Actor_20\03-02-02-01-01-01-20_neutral.wav,neutral
3414,data/training\Actor_20\03-02-02-01-01-02-20_neutral.wav,neutral
3415,data/training\Actor_20\03-02-02-01-02-01-20_neutral.wav,neutral
3416,data/training\Actor_20\03-02-02-01-02-02-20_neutral.wav,neutral
3417,data/training\Actor_20\03-02-02-02-01-01-20_neutral.wav,neutral
3418,data/training\Actor_20\03-02-02-02-01-02-20_neutral.wav,neutral
3419,data/training\Actor_20\03-02-02-02-02-01-20_neutral.wav,neutral
3420,data/training\Actor_20\03-02-02-02-02-02-20_neutral.wav,neutral
3421,data/training\Actor_20\20_01_01_01_dogs-sitting_neutral.wav,neutral
3422,data/training\Actor_20\20_01_01_01_kids-talking_neutral.wav,neutral
3423,data/training\Actor_20\20_01_01_02_dogs-sitting_neutral.wav,neutral
3424,data/training\Actor_20\20_01_01_02_kids-talking_neutral.wav,neutral
3425,data/training\Actor_21\03-01-02-01-01-01-21_neutral.wav,neutral
3426,data/training\Actor_21\03-01-02-01-01-02-21_neutral.wav,neutral
3427,data/training\Actor_21\03-01-02-01-02-01-21_neutral.wav,neutral
3428,data/training\Actor_21\03-01-02-01-02-02-21_neutral.wav,neutral
3429,data/training\Actor_21\03-01-02-02-01-01-21_neutral.wav,neutral
3430,data/training\Actor_21\03-01-02-02-01-02-21_neutral.wav,neutral
3431,data/training\Actor_21\03-01-02-02-02-01-21_neutral.wav,neutral
3432,data/training\Actor_21\03-01-02-02-02-02-21_neutral.wav,neutral
3433,data/training\Actor_21\03-02-01-01-01-01-21_neutral.wav,neutral
3434,data/training\Actor_21\03-02-01-01-01-02-21_neutral.wav,neutral
3435,data/training\Actor_21\03-02-01-01-02-01-21_neutral.wav,neutral
3436,data/training\Actor_21\03-02-01-01-02-02-21_neutral.wav,neutral
3437,data/training\Actor_21\03-02-02-01-01-01-21_neutral.wav,neutral
3438,data/training\Actor_21\03-02-02-01-01-02-21_neutral.wav,neutral
3439,data/training\Actor_21\03-02-02-01-02-01-21_neutral.wav,neutral
3440,data/training\Actor_21\03-02-02-01-02-02-21_neutral.wav,neutral
3441,data/training\Actor_21\03-02-02-02-01-01-21_neutral.wav,neutral
3442,data/training\Actor_21\03-02-02-02-01-02-21_neutral.wav,neutral
3443,data/training\Actor_21\03-02-02-02-02-01-21_neutral.wav,neutral
3444,data/training\Actor_21\03-02-02-02-02-02-21_neutral.wav,neutral
3445,data/training\Actor_21\21_01_01_01_dogs-sitting_neutral.wav,neutral
3446,data/training\Actor_21\21_01_01_01_kids-talking_neutral.wav,neutral
